id,domain,domain_description,sql_complexity,sql_complexity_description,sql_task_type,sql_task_type_description,sql_prompt,sql_context,sql,sql_explanation,predicted_sql,context_used
71367,space exploration,"Spacecraft manufacturing data, space mission records, astronaut medical data, and astrophysics research.",basic SQL,basic SQL with a simple select statement,analytics and reporting,"generating reports, dashboards, and analytical insights",List all space missions that have had both male and female crew members.,"CREATE TABLE Missions (MissionID INT, Name VARCHAR(50), LaunchDate DATETIME, CrewGender VARCHAR(10)); INSERT INTO Missions (MissionID, Name, LaunchDate, CrewGender) VALUES (1, 'Artemis I', '2022-08-29', 'Male'), (2, 'Artemis II', '2023-06-01', 'Mixed'), (3, 'Artemis III', '2024-08-10', 'Female');",SELECT Name FROM Missions WHERE CrewGender = 'Male' AND CrewGender = 'Female';,"This query lists all space missions that have had both male and female crew members. It filters the Missions table to only include rows where the CrewGender column is equal to both 'Male' and 'Female', which is not possible for a single row. Therefore, the query will return no results. However, if we use the SQL OR operator instead of AND, the query will return missions that have had either male or female crew members.","```sql
select m.name 
from missions m 
where m.mission_id in (
  select m1.mission_id 
  from missions m1 
  inner join crew c on m1.mission_id = c.mission_id 
  where c.gender = 'male'
  intersect
  select m2.mission_id 
  from missions m2 
  inner join crew c on m2.mission_id = c.mission_id 
  where c.gender = 'female'
);
```
or 

```sql
select m.name 
from missions m 
inner join crew c on m.mission_id = c.mission_id 
group by m.name 
having count(distinct c.gender) = 2;
```","Example 1:
Question: List all space missions that have had both male and female crew members.
SQL: SELECT Name FROM Missions WHERE CrewGender = 'Male' AND CrewGender = 'Female';
Example 2:
Question: List the space missions that have had astronauts from both the US and Canada.
SQL: SELECT mission_name FROM SpaceMissions WHERE astronaut_nationality IN ('US', 'Canada') GROUP BY mission_name HAVING COUNT(DISTINCT astronaut_nationality) = 2;
Example 3:
Question: What are the names and launch dates of all space missions that have had a female commander?
SQL: SELECT Commander, LaunchDate FROM SpaceMissions WHERE Commander LIKE '% female%' OR Commander LIKE 'female%';
Example 4:
Question: List all space missions that have involved both NASA and ESA astronauts.
SQL: SELECT SpaceMissions.Name FROM Astronauts INNER JOIN SpaceMissions ON Astronauts.AstronautId = SpaceMissions.AstronautId WHERE Astronauts.Agency = 'NASA' AND Astronauts.Agency = 'ESA';
Example 5:
Question: List all missions that have had astronauts from both the USA and China.
SQL: SELECT Missions.Mission_ID FROM Astronauts INNER JOIN Missions ON Astronauts.Astronaut_ID = Missions.Astronaut_ID WHERE Astronauts.Country IN ('USA', 'China') GROUP BY Missions.Mission_ID HAVING COUNT(DISTINCT Astronauts.Country) = 2;"
31361,construction,"Building permit data, construction labor statistics, project timeline information, and sustainable building practices.",single join,"only one join (specify inner, outer, cross)",analytics and reporting,"generating reports, dashboards, and analytical insights",Display all work types and their average permit cost,"CREATE TABLE Work_Type (id INT, type VARCHAR(20)); CREATE TABLE Permit (id INT, work_type_id INT, cost INT);","SELECT Work_Type.type, AVG(Permit.cost) AS avg_cost FROM Work_Type INNER JOIN Permit ON Work_Type.id = Permit.work_type_id GROUP BY Work_Type.type;","This query displays all work types and their average permit cost. It uses an INNER JOIN to combine the Work_Type and Permit tables, then groups the results by work type and calculates the average of the cost column for each group.","```sql
select 
    work_type.type, 
    avg(permit.cost) as avg_cost 
from 
    work_type 
inner join 
    permit on work_type.id = permit.work_type_id 
group by 
    work_type.type;
```","Example 1:
Question: Display all work types and their average permit cost
SQL: SELECT Work_Type.type, AVG(Permit.cost) AS avg_cost FROM Work_Type INNER JOIN Permit ON Work_Type.id = Permit.work_type_id GROUP BY Work_Type.type;
Example 2:
Question: List all work types with their average labor cost and total labor cost
SQL: SELECT Work_Type.type, AVG(Labor.cost) AS avg_cost, SUM(Labor.cost) AS total_cost FROM Work_Type INNER JOIN Labor ON Work_Type.id = Labor.work_type_id GROUP BY Work_Type.type;
Example 3:
Question: List all sustainable material types and their average production cost across all brands.
SQL: SELECT material_type, AVG(production_cost) FROM SustainableMaterials GROUP BY material_type;
Example 4:
Question: Display all fish species and their corresponding feed types
SQL: SELECT species, feed_type FROM fish_stock INNER JOIN feeding ON fish_stock.fish_id = feeding.fish_id;
Example 5:
Question: What is the average permit cost per square foot for all permit types in the state of California?
SQL: SELECT AVG(cost/sqft) FROM permit WHERE state = 'California';"
26474,fashion,"Trend forecasting data, garment manufacturing information, retail sales statistics, and sustainability metrics in the industry.",single join,"only one join (specify inner, outer, cross)",data manipulation,"inserting, updating, or deleting records","Insert records into the designer_garments table, associating designers from India with the 'Rayon' garment.","CREATE TABLE designer (id INT PRIMARY KEY, name VARCHAR(255), country_origin VARCHAR(255)); CREATE TABLE garment (id INT PRIMARY KEY, garment_name VARCHAR(255)); CREATE TABLE designer_garments (id INT PRIMARY KEY, designer_id INT, garment_id INT, FOREIGN KEY (designer_id) REFERENCES designer(id), FOREIGN KEY (garment_id) REFERENCES garment(id)); INSERT INTO designer (id, name, country_origin) VALUES (1, 'Neha', 'India'), (2, 'Alex', 'USA'); INSERT INTO garment (id, garment_name) VALUES (1, 'Rayon'), (2, 'Silk');","INSERT INTO designer_garments (designer_id, garment_id) SELECT designer.id, garment.id FROM designer INNER JOIN garment ON designer.country_origin = 'India' AND garment.garment_name = 'Rayon';","This SQL query inserts records into the designer_garments table, associating designers from India with the 'Rayon' garment. It does so by performing an inner join between the designer and garment tables, filtering the records to only include designers from India and garments named 'Rayon', and then inserting records into the designer_garments table using the id from the designer and garment tables.","```sql
insert into designer_garments (designer_id, garment_id) 
select designer.id, garment.id 
from designer 
inner join garment 
on designer.country_origin = 'india' and garment.garment_name = 'rayon';
```","Example 1:
Question: Insert records into the designer_garments table, associating designers from India with the 'Rayon' garment.
SQL: INSERT INTO designer_garments (designer_id, garment_id) SELECT designer.id, garment.id FROM designer INNER JOIN garment ON designer.country_origin = 'India' AND garment.garment_name = 'Rayon';
Example 2:
Question: Insert new records for REO production in 2023 with no impurities from the mine 'Brazil rare earths' into the reo_production table
SQL: INSERT INTO reo_production (id, reo_type, production_year, impurity_level, mine_name) SELECT NULL, 'Neodymium Oxide', 2023, 0, m.name FROM mines m WHERE m.name = 'Brazil rare earths';
Example 3:
Question: Insert new records into the 'crew_members' table for a new crew member named 'Maria Garcia' from Spain with the position 'Deckhand'
SQL: INSERT INTO crew_members (id, name, nationality, position, hire_date) VALUES (3, 'Maria Garcia', 'Spain', 'Deckhand', '2010-01-01');
Example 4:
Question: Insert new records of vulnerabilities with the following details: [(1, 'SQL injection', 'medium'), (2, 'Cross-site scripting', 'low'), (3, 'Privilege escalation', 'high')] into the ""vulnerabilities"" table
SQL: INSERT INTO vulnerabilities (id, name, severity) VALUES (1, 'SQL injection', 'medium'), (2, 'Cross-site scripting', 'low'), (3, 'Privilege escalation', 'high');
Example 5:
Question: Insert new records into the Inventory table for menu_id 1234 with a quantity of 25 and a restock_date of '2023-02-20'.
SQL: INSERT INTO Inventory (menu_id, quantity, restock_date) VALUES (1234, 25, '2023-02-20');"
31284,entertainment industry,"Audience demographics, viewership trends, content ratings, production budgets, and marketing strategies for movies, TV shows, and music.",basic SQL,basic SQL with a simple select statement,analytics and reporting,"generating reports, dashboards, and analytical insights",What is the minimum viewership of TV shows produced in Canada?,"CREATE TABLE Canadian_TV (title TEXT, viewership INTEGER); INSERT INTO Canadian_TV (title, viewership) VALUES ('TVShow1', 500000), ('TVShow2', 600000), ('TVShow3', 700000), ('TVShow4', 800000), ('TVShow5', 900000), ('TVShow6', 1000000);",SELECT MIN(viewership) FROM Canadian_TV;,The SQL query finds the minimum viewership of TV shows produced in Canada by using the MIN function on the 'viewership' column.,"```sql
select min(viewership) 
from canadian_tv 
where production_country = 'canada';
```","Example 1:
Question: What is the minimum viewership of TV shows produced in Canada?
SQL: SELECT MIN(viewership) FROM Canadian_TV;
Example 2:
Question: What is the minimum viewership of TV shows produced in Spain?
SQL: SELECT MIN(viewership) FROM Spanish_TV;
Example 3:
Question: What is the minimum rating of TV shows produced in the USA and Canada?
SQL: SELECT MIN(rating) FROM TVShows WHERE production_country IN ('USA', 'Canada');
Example 4:
Question: What is the maximum and minimum rating for TV shows produced in the United States and Canada?
SQL: SELECT title, rating FROM tv_shows WHERE production_country IN ('United States', 'Canada') ORDER BY rating DESC, rating ASC LIMIT 1;
Example 5:
Question: What is the minimum rating of TV shows produced in the last 5 years, grouped by genre?
SQL: SELECT genre, MIN(rating) FROM tv_shows WHERE release_year >= YEAR(CURDATE()) - 5 GROUP BY genre;"
41207,mining industry,"Mineral extraction statistics, environmental impact assessments, labor productivity metrics, and geological survey information.",basic SQL,basic SQL with a simple select statement,analytics and reporting,"generating reports, dashboards, and analytical insights",What is the average labor productivity in silver mining?,"CREATE TABLE labor (employee_id INT, employee_name VARCHAR(50), department VARCHAR(20), hours_worked INT, productivity INT); INSERT INTO labor (employee_id, employee_name, department, hours_worked, productivity) VALUES (1, 'Juan Garcia', 'silver', 160, 500), (2, 'Maria Rodriguez', 'silver', 180, 600), (3, 'Pedro Lopez', 'gold', 165, 700), (4, 'Ana Gomez', 'copper', 170, 550);",SELECT AVG(l.productivity) AS avg_productivity FROM labor l WHERE l.department = 'silver';,The SQL query filters the 'labor' table for rows with a department of 'silver' and calculates the average 'productivity' for those rows.,"sql: 
```sql
select avg(l.productivity) as avg_productivity 
from labor l 
where l.department = 'silver';
```","Example 1:
Question: What is the average labor productivity in silver mining?
SQL: SELECT AVG(l.productivity) AS avg_productivity FROM labor l WHERE l.department = 'silver';
Example 2:
Question: What is the average labor productivity for gold mines in Canada?
SQL: SELECT AVG(p.LaborProductivity) as AvgLaborProductivity FROM Mines m INNER JOIN Productivity p ON m.MineID = p.MineID WHERE m.Country = 'Canada' AND m.Material = 'Gold';
Example 3:
Question: What is the average labor productivity for mining operations in Region P in Year 2018?
SQL: SELECT AVG(productivity) FROM productivity WHERE region = 'Region P' AND year = 2018;
Example 4:
Question: What is the average labor productivity of gold miners in Canada and Australia?
SQL: SELECT AVG(productivity) FROM mine_labor WHERE country IN ('Canada', 'Australia') AND miner = 1 OR miner = 2;
Example 5:
Question: What is the average labor productivity in the Americas?
SQL: SELECT AVG(productivity) FROM labor_productivity WHERE region = 'Americas';"
53984,tourism,"International visitor statistics, travel advisory information, destination marketing data, and sustainable tourism practices.",basic SQL,basic SQL with a simple select statement,analytics and reporting,"generating reports, dashboards, and analytical insights",What is the total number of tourists who visited Japan in 2020 and 2021?,"CREATE TABLE tourism_stats (country VARCHAR(50), year INT, visitors INT); INSERT INTO tourism_stats (country, year, visitors) VALUES ('Japan', 2020, 8000000), ('Japan', 2021, 9000000);","SELECT SUM(visitors) FROM tourism_stats WHERE country = 'Japan' AND year IN (2020, 2021);",The SQL query calculates the sum of visitors for Japan in the years 2020 and 2021 by using the SUM() function and filtering the data with the WHERE clause.,"```sql
select sum(visitors) 
from tourism_stats 
where country = 'japan' 
and year in (2020, 2021);
```","Example 1:
Question: What is the total number of tourists who visited Japan in 2020 and 2021?
SQL: SELECT SUM(visitors) FROM tourism_stats WHERE country = 'Japan' AND year IN (2020, 2021);
Example 2:
Question: What is the total number of tourists who visited New Zealand in 2020 and 2021?
SQL: SELECT SUM(visits) FROM (SELECT COUNT(*) AS visits FROM visitor_stats WHERE destination = 'New Zealand' AND visit_year = 2020 UNION ALL SELECT COUNT(*) FROM visitor_stats WHERE destination = 'New Zealand' AND visit_year = 2021) AS subquery;
Example 3:
Question: What is the total number of tourists who visited Japan in 2020 and 2021, separated by year?
SQL: SELECT visit_year, COUNT(*) as total_tourists FROM tourists WHERE country = 'Japan' GROUP BY visit_year;
Example 4:
Question: What is the total number of tourists who visited Japan in 2020 and engaged in eco-tourism activities?
SQL: SELECT SUM(tourism_activities.num_tourists) FROM tourism_activities JOIN international_visitors ON tourism_activities.country = international_visitors.country WHERE tourism_activities.activity_type = 'Eco-tourism' AND international_visitors.year = 2020;
Example 5:
Question: What is the total number of tourists who visited Japan in 2020 and 2021, grouped by continent?
SQL: SELECT continent, SUM(visitors) as total_visitors FROM tourism_stats WHERE country = 'Japan' AND year IN (2020, 2021) GROUP BY continent;"
95981,cybersecurity,"Threat intelligence data, vulnerability assessments, security incident response metrics, and cybersecurity policy analysis.",aggregation,"aggregation functions (COUNT, SUM, AVG, MIN, MAX, etc.), and HAVING clause",analytics and reporting,"generating reports, dashboards, and analytical insights",Find the total number of policy violations for each department in the government sector,"CREATE TABLE policy_violations (id INT, department VARCHAR(255), violation_count INT); INSERT INTO policy_violations (id, department, violation_count) VALUES (1, 'HR', 10); INSERT INTO policy_violations (id, department, violation_count) VALUES (2, 'IT', 5); INSERT INTO policy_violations (id, department, violation_count) VALUES (3, 'Finance', 8); INSERT INTO policy_violations (id, department, violation_count) VALUES (4, 'Operations', 12); INSERT INTO policy_violations (id, department, violation_count) VALUES (5, 'Government', 0);","SELECT department, SUM(violation_count) as total_violations FROM policy_violations WHERE department LIKE '%Government%' GROUP BY department;",This query filters the policy_violations table to only include records where the department contains the word 'Government'. It then groups the results by department and calculates the total number of violations for each department.,"```sql
select 
    department, 
    sum(violation_count) as total_violations 
from 
    policy_violations 
where 
    sector = 'government' 
group by 
    department;
```","Example 1:
Question: Find the total number of policy violations for each department in the government sector
SQL: SELECT department, SUM(violation_count) as total_violations FROM policy_violations WHERE department LIKE '%Government%' GROUP BY department;
Example 2:
Question: Find the total number of employees in each department who earn a salary greater than the average salary for that department.
SQL: SELECT department, COUNT(*) as total_employees FROM employees WHERE salary > (SELECT AVG(salary) FROM employees WHERE department = e.department) GROUP BY department;
Example 3:
Question: What is the total number of open data initiatives for each government department in 2021?
SQL: SELECT Department, COUNT(*) OVER (PARTITION BY Department ORDER BY Department ROWS BETWEEN UNBOUNDED PRECEDING AND CURRENT ROW) as TotalOpenDataInitiatives FROM OpenDataInitiatives WHERE Year = 2021;
Example 4:
Question: Find the number of companies and their total investment in the healthcare sector for each investor?
SQL: SELECT i.investor_id, c.sector, COUNT(*), SUM(i.invested_amount) FROM investments i JOIN companies c ON i.company_id = c.id WHERE c.sector = 'Healthcare' GROUP BY i.investor_id, c.sector;
Example 5:
Question: Find the total number of employees for each department in the manufacturing plant
SQL: SELECT departments.department_name, COUNT(employees.employee_id) as total_employees FROM departments LEFT JOIN employees ON departments.department_id = employees.department_id GROUP BY departments.department_name;"
95212,rural development,"Agricultural innovation metrics, rural infrastructure projects, community development initiatives, and economic diversification efforts.",aggregation,"aggregation functions (COUNT, SUM, AVG, MIN, MAX, etc.), and HAVING clause",analytics and reporting,"generating reports, dashboards, and analytical insights",Identify the agricultural innovation metrics that have the lowest average score in Central America and the Caribbean.,"CREATE TABLE innovation_metrics (id INT, name TEXT, score INT, region TEXT); INSERT INTO innovation_metrics (id, name, score, region) VALUES (1, 'Soil Monitoring', 7, 'Central America'), (2, 'Irrigation', 6, 'Caribbean'), (3, 'Crop Yield', 8, 'Central America'), (4, 'Livestock Management', 9, 'Caribbean');","SELECT name, AVG(score) as avg_score FROM innovation_metrics WHERE region IN ('Central America', 'Caribbean') GROUP BY name ORDER BY avg_score LIMIT 1;",This query first calculates the average score for each innovation metric in Central America and the Caribbean by grouping by the 'name' column and using the AVG function. It then orders the results in ascending order based on the average score and returns the name of the metric with the lowest average score.,"```sql
select name, avg(score) as avg_score 
from innovation_metrics 
where region in ('central america', 'caribbean') 
group by name 
order by avg_score 
limit 1;
```","Example 1:
Question: Identify the agricultural innovation metrics that have the lowest average score in Central America and the Caribbean.
SQL: SELECT name, AVG(score) as avg_score FROM innovation_metrics WHERE region IN ('Central America', 'Caribbean') GROUP BY name ORDER BY avg_score LIMIT 1;
Example 2:
Question: Identify the agricultural innovation metrics that have the highest average score in Mexico and Peru.
SQL: SELECT name, AVG(score) as avg_score FROM innovation_metrics WHERE country IN ('Mexico', 'Peru') GROUP BY name ORDER BY avg_score DESC LIMIT 1;
Example 3:
Question: Identify the agricultural innovation metrics in Latin America with the lowest cost and at least two implementing organizations.
SQL: SELECT Name, Cost, ImplementingOrg FROM InnovationMetrics WHERE Cost = (SELECT MIN(Cost) FROM InnovationMetrics) AND (SELECT COUNT(*) FROM InnovationMetrics WHERE Cost = (SELECT MIN(Cost) FROM InnovationMetrics)) >= 2 AND Continent = 'Latin America';
Example 4:
Question: Identify the agricultural innovation metrics that have been tracked in Kenya since 2010 and their respective measurement units.
SQL: SELECT metric, measurement_unit FROM agricultural_metrics WHERE start_year <= 2010;
Example 5:
Question: Identify the agricultural innovation projects in the 'rural_innovations' table that have different funding organizations than any rural infrastructure projects in the 'rural_infrastructure' table.
SQL: SELECT project_name FROM rural_innovations WHERE funding_org NOT IN (SELECT funding_org FROM rural_infrastructure);"
47946,government policy,"Government data on open data initiatives, public participation, evidence-based policy making, and government transparency.",subqueries,"subqueries, including correlated and nested subqueries",analytics and reporting,"generating reports, dashboards, and analytical insights",What is the total number of public participation events in the justice sector for the last 3 years?,"CREATE TABLE public_participation_events (id INT, sector VARCHAR(20), year INT); INSERT INTO public_participation_events (id, sector, year) VALUES (1, 'justice', 2018), (2, 'justice', 2019), (3, 'justice', 2020), (4, 'justice', 2018), (5, 'justice', 2019), (6, 'justice', 2020);",SELECT COUNT(DISTINCT year) FROM public_participation_events WHERE sector = 'justice' AND year BETWEEN (SELECT MAX(year) - 2 FROM public_participation_events) AND MAX(year);,The SQL query finds the total number of distinct years for public participation events in the justice sector for the last 3 years. It uses a subquery to find the maximum year and then filters the events based on this.,"```sql
select count(*) 
from public_participation_events 
where sector = 'justice' 
and year between (select max(year) - 2 from public_participation_events) 
and (select max(year) from public_participation_events);
```","Example 1:
Question: What is the total number of public participation events in the justice sector for the last 3 years?
SQL: SELECT COUNT(DISTINCT year) FROM public_participation_events WHERE sector = 'justice' AND year BETWEEN (SELECT MAX(year) - 2 FROM public_participation_events) AND MAX(year);
Example 2:
Question: What is the total number of public participation events in the justice sector in the last 3 years?
SQL: SELECT COUNT(DISTINCT year) FROM public_participation_events WHERE sector = 'justice' AND year BETWEEN (SELECT MAX(year) - 2 FROM public_participation_events) AND MAX(year);
Example 3:
Question: What is the total number of public participation events in the healthcare sector in the last 4 years?
SQL: SELECT SUM(1) FROM public_participation_events WHERE sector = 'healthcare' AND year BETWEEN (SELECT MAX(year) - 3 FROM public_participation_events) AND MAX(year);
Example 4:
Question: What is the number of economic diversification initiatives in tourism and their total budget for the last 3 years?
SQL: SELECT category, start_year, COUNT(*), SUM(budget) FROM economic_diversification WHERE start_year >= 2019 GROUP BY category, start_year;
Example 5:
Question: What is the total number of concerts for the Electronic genre in Africa in the last 3 years?
SQL: SELECT COUNT(*) FROM concerts JOIN artists ON concerts.artist_id = artists.artist_id WHERE artists.genre = 'Electronic' AND concerts.country IN ('Nigeria', 'South Africa', 'Egypt', 'Morocco', 'Kenya') AND concerts.timestamp >= '2019-01-01' AND concerts.timestamp < '2022-01-01';"
87726,higher education,"Graduate student records, research grant data, academic publishing statistics, and faculty diversity metrics.",basic SQL,basic SQL with a simple select statement,analytics and reporting,"generating reports, dashboards, and analytical insights",Find the number of students who have not published any papers.,"CREATE TABLE Students (StudentID INT, FirstName VARCHAR(20), LastName VARCHAR(20), NumberOfPublications INT);",SELECT COUNT(*) FROM Students WHERE NumberOfPublications = 0;,"The SQL query counts the number of rows in the Students table where the NumberOfPublications field is 0, which represents the number of students who have not published any papers.","```sql
select count(*) 
from students 
where numberofpublications = 0;
```","Example 1:
Question: Find the number of students who have not published any papers.
SQL: SELECT COUNT(*) FROM Students WHERE NumberOfPublications = 0;
Example 2:
Question: Find the names of students who have not published any papers.
SQL: SELECT name FROM students s WHERE student_id NOT IN (SELECT student_id FROM publications);
Example 3:
Question: Show the number of graduate students in the Social Sciences department who have published research in the past year but have not received any research grants.
SQL: SELECT COUNT(*) FROM students s LEFT JOIN grants g ON s.student_id = g.student_id WHERE s.department = 'Social Sciences' AND s.publication_date >= DATEADD(year, -1, GETDATE()) AND g.student_id IS NULL;
Example 4:
Question: Delete the records of students who have not published any papers.
SQL: DELETE FROM students WHERE id NOT IN (SELECT student_id FROM student_publications);
Example 5:
Question: List the graduate students in the College of Law who have not published any papers.
SQL: SELECT students.id, students.name FROM students LEFT JOIN papers ON students.id = papers.student_id WHERE papers.id IS NULL;"
5672,healthcare,"Healthcare data on mental health parity, cultural competency, health equity metrics, and community health workers.",aggregation,"aggregation functions (COUNT, SUM, AVG, MIN, MAX, etc.), and HAVING clause",analytics and reporting,"generating reports, dashboards, and analytical insights",Find states with more than 3 mental health parity laws.,"CREATE TABLE mental_health_parity (id INT PRIMARY KEY, state VARCHAR(2), parity_law VARCHAR(255));","SELECT state, COUNT(*) as parity_law_count FROM mental_health_parity WHERE parity_law = 'yes' GROUP BY state HAVING COUNT(*) > 3;",Count the number of states with more than 3 mental health parity laws.,"```sql
select state, count(*) as parity_law_count 
from mental_health_parity 
where parity_law = 'yes' 
group by state 
having count(*) > 3;
```","Example 1:
Question: Find states with more than 3 mental health parity laws.
SQL: SELECT state, COUNT(*) as parity_law_count FROM mental_health_parity WHERE parity_law = 'yes' GROUP BY state HAVING COUNT(*) > 3;
Example 2:
Question: Find the number of unique states with mental health parity violations in the last year.
SQL: SELECT COUNT(DISTINCT state) FROM mental_health_parity WHERE violation_date >= DATEADD(year, -1, GETDATE());
Example 3:
Question: List the top 3 states with the highest number of mental health parity regulations implemented since 2017.
SQL: SELECT State, COUNT(*) AS RegulationCount FROM MentalHealthParityRegulations WHERE Year >= 2017 GROUP BY State ORDER BY RegulationCount DESC LIMIT 3;
Example 4:
Question: List all the states with mental health parity violations greater than 20.
SQL: SELECT state FROM mental_health_parity_2 WHERE violations > 20;
Example 5:
Question: Find the number of hospitals in each state offering mental health services, with more than 100 beds.
SQL: SELECT state, COUNT(*) as hospital_count FROM hospitals WHERE offers_mental_health = TRUE AND num_beds > 100 GROUP BY state;"
70779,rural health,"Detailed records on healthcare access, disease prevalence, and resource allocation in rural health.",aggregation,"aggregation functions (COUNT, SUM, AVG, MIN, MAX, etc.), and HAVING clause",analytics and reporting,"generating reports, dashboards, and analytical insights",What is the number of general hospitals in each state in Rural USA?,"CREATE TABLE Hospitals (name TEXT, location TEXT, type TEXT, num_beds INTEGER, state TEXT); INSERT INTO Hospitals (name, location, type, num_beds, state) VALUES ('Hospital A', 'City A, Rural USA', 'General', 100, 'Rural USA'), ('Hospital B', 'City B, Rural USA', 'Specialty', 50, 'Rural USA');","SELECT state, COUNT(*) as general_hospitals_count FROM Hospitals WHERE type = 'General' GROUP BY state;","This query counts the number of general hospitals in each state in Rural USA. It filters for the type 'General' and groups the result by state, summing up the count of hospitals.","```sql
select 
  state, 
  count(*) as general_hospitals_count 
from 
  hospitals 
where 
  type = 'general' 
  and location = 'rural' 
group by 
  state;
```","Example 1:
Question: What is the number of general hospitals in each state in Rural USA?
SQL: SELECT state, COUNT(*) as general_hospitals_count FROM Hospitals WHERE type = 'General' GROUP BY state;
Example 2:
Question: What is the total number of beds in rural hospitals for each state in the ""rural_hospitals"" table?
SQL: SELECT state, SUM(capacity) FROM rural_hospitals GROUP BY state;
Example 3:
Question: What is the percentage of rural hospitals in each state with less than 50 beds, and the number of clinics in those states?
SQL: SELECT s.state, 100.0 * AVG(CASE WHEN sh.num_beds < 50 THEN 1 ELSE 0 END) AS pct_hospitals_less_than_50_beds, COUNT(sc.id) AS num_clinics FROM state_hospitals sh INNER JOIN state_clinics sc ON sh.state = sc.state GROUP BY s.state;
Example 4:
Question: What is the total number of public hospitals in each state of the USA?
SQL: SELECT state, COUNT(*) FROM hospitals WHERE public = true GROUP BY state;
Example 5:
Question: What is the number of rural hospitals and clinics in each state, and the number of clinics within a 20-mile radius of each hospital?
SQL: SELECT h.state, COUNT(h.id) AS num_hospitals, COUNT(c.id) AS num_clinics_within_20_miles FROM hospitals h INNER JOIN distance d ON h.id = d.hospital_id INNER JOIN clinics c ON d.clinic_id = c.id WHERE d.distance <= 20 GROUP BY h.state;"
76940,oceanography,"Marine life research data, ocean floor mapping projects, pollution control initiatives, and maritime law compliance.",basic SQL,basic SQL with a simple select statement,analytics and reporting,"generating reports, dashboards, and analytical insights",Find total number of scientific research projects in the Indian Ocean on deep-sea coral conservation.,"CREATE TABLE research_projects (project_id INT, project_name VARCHAR(255), region VARCHAR(255), focus_area VARCHAR(255), PRIMARY KEY(project_id)); INSERT INTO research_projects (project_id, project_name, region, focus_area) VALUES (1, 'Coral Conservation Research', 'Indian Ocean', 'Deep-sea Coral');",SELECT COUNT(*) FROM research_projects WHERE region = 'Indian Ocean' AND focus_area = 'Deep-sea Coral';,"We find total number of scientific research projects in the Indian Ocean on deep-sea coral conservation by calculating the COUNT of the research_projects table, filtered by the Indian Ocean region and focus_area as Deep-sea Coral.","```sql
select count(*) 
from research_projects 
where region = 'indian ocean' 
and focus_area = 'deep-sea coral conservation';
```","Example 1:
Question: Find total number of scientific research projects in the Indian Ocean on deep-sea coral conservation.
SQL: SELECT COUNT(*) FROM research_projects WHERE region = 'Indian Ocean' AND focus_area = 'Deep-sea Coral';
Example 2:
Question: What is the total number of marine research projects and their total budget in the Indian Ocean?
SQL: SELECT COUNT(*), SUM(budget) FROM marine_research_projects WHERE location = 'Indian Ocean';
Example 3:
Question: Find the total number of labor hours worked on all projects in the state of Florida.
SQL: SELECT SUM(hours_worked) FROM construction_labor WHERE state = 'Florida';
Example 4:
Question: What is the total number of deep-sea exploration projects in the Atlantic and Indian Oceans?
SQL: SELECT region, COUNT(*) FROM exploration_projects GROUP BY region HAVING region IN ('Atlantic', 'Indian');
Example 5:
Question: What is the total number of deep-sea expeditions that have been conducted in the Indian Ocean since 2015?
SQL: SELECT COUNT(*) FROM deep_sea_expeditions WHERE year >= 2015 AND location = 'Indian';"
31798,waste management,"Waste generation metrics, recycling rates, landfill capacity data, and circular economy initiatives.",basic SQL,basic SQL with a simple select statement,analytics and reporting,"generating reports, dashboards, and analytical insights",What are the circular economy initiatives in Tokyo in 2022?,"CREATE TABLE circular_economy (city varchar(255), year int, initiative varchar(255)); INSERT INTO circular_economy (city, year, initiative) VALUES ('Tokyo', 2020, 'E-Waste Recycling'), ('Tokyo', 2021, 'Food Waste Reduction'), ('Tokyo', 2022, 'Textile Recycling');",SELECT initiative FROM circular_economy WHERE city = 'Tokyo' AND year = 2022;,This query retrieves the initiatives for Tokyo in 2022 by selecting the initiative column where 'city' is 'Tokyo' and 'year' is 2022.,"```sql
select initiative 
from circular_economy 
where city = 'tokyo' 
and year = 2022;
```","Example 1:
Question: What are the circular economy initiatives in Tokyo in 2022?
SQL: SELECT initiative FROM circular_economy WHERE city = 'Tokyo' AND year = 2022;
Example 2:
Question: What are the top 5 circular economy initiatives by investment in city K?
SQL: SELECT initiative_name, investment FROM initiatives WHERE city = 'K' ORDER BY investment DESC LIMIT 5;
Example 3:
Question: What are the similarities in circular economy initiatives between factories in different regions?
SQL: SELECT f1.name AS factory1, f2.name AS factory2, i1.description AS initiative1, i2.description AS initiative2 FROM initiatives i1 JOIN factories f1 ON i1.factory_id = f1.factory_id JOIN initiatives i2 ON i1.circular_economy = i2.circular_economy AND i1.description <> i2.description JOIN factories f2 ON i2.factory_id = f2.factory_id WHERE f1.location <> f2.location;
Example 4:
Question: What are the unique circular economy initiatives between factories in Asian and African regions?
SQL: SELECT i1.description FROM initiatives i1 JOIN factories f1 ON i1.factory_id = f1.factory_id WHERE f1.location LIKE '%Asia' OR f1.location LIKE '%Africa' AND i1.circular_economy = true GROUP BY i1.description;
Example 5:
Question: What are the circular economy initiatives in the city of Tokyo?
SQL: SELECT initiative FROM circular_economy_initiatives_tokyo WHERE city = 'Tokyo'"
